Date,Time,Occupied Spaces,Unoccupied Spaces,Weather
2012-10-28,13:57:07,0,100,Cloudy
2012-10-28,14:02:07,0,100,Cloudy
2012-10-28,14:07:08,0,100,Cloudy
2012-10-28,14:12:08,0,100,Cloudy
2012-10-28,14:17:08,0,100,Cloudy
2012-10-28,14:22:08,0,100,Cloudy
2012-10-28,14:27:09,0,100,Cloudy
2012-10-28,14:32:09,0,100,Cloudy
2012-10-28,14:37:09,0,100,Cloudy
2012-10-28,14:42:10,0,100,Cloudy
2012-10-28,14:47:10,0,100,Cloudy
2012-10-28,14:52:10,0,100,Cloudy
2012-10-28,14:57:10,0,100,Cloudy
2012-10-28,15:02:11,0,100,Cloudy
2012-10-28,15:07:11,0,100,Cloudy
2012-10-28,15:12:11,0,100,Cloudy
2012-10-28,15:17:11,0,100,Cloudy
2012-10-28,15:22:11,0,100,Cloudy
2012-10-28,15:27:12,0,100,Cloudy
2012-10-28,15:32:12,0,100,Cloudy
2012-10-28,15:37:12,0,100,Cloudy
2012-10-28,15:42:12,0,100,Cloudy
2012-10-28,15:47:12,0,100,Cloudy
2012-10-28,15:52:13,0,100,Cloudy
2012-10-28,15:57:13,0,100,Cloudy
2012-10-28,16:02:13,0,100,Cloudy
2012-10-28,16:07:13,0,100,Cloudy
2012-10-28,16:12:13,0,100,Cloudy
2012-10-28,16:17:14,0,100,Cloudy
2012-10-28,16:22:14,0,100,Cloudy
2012-10-28,16:27:14,0,100,Cloudy
2012-10-28,16:32:14,0,100,Cloudy
2012-10-28,16:37:15,0,100,Cloudy
2012-10-28,16:42:15,0,100,Cloudy
2012-10-28,16:47:15,0,100,Cloudy
2012-10-28,16:52:15,0,100,Cloudy
2012-10-28,16:57:15,0,100,Cloudy
2012-10-28,17:02:16,0,100,Cloudy
2012-10-28,17:07:16,0,100,Cloudy
2012-10-28,17:12:16,0,100,Cloudy
2012-10-28,17:17:16,0,100,Cloudy
2012-10-28,17:22:17,0,100,Cloudy
2012-10-28,17:27:17,0,100,Cloudy
2012-10-28,17:32:17,0,100,Cloudy
2012-10-28,17:37:17,0,100,Cloudy
2012-10-28,17:42:17,0,100,Cloudy
2012-10-28,17:47:18,0,100,Cloudy
2012-10-28,17:52:18,0,100,Cloudy
2012-10-28,17:57:18,0,100,Cloudy
2012-10-28,18:02:18,0,100,Cloudy
2012-10-28,18:07:18,0,100,Cloudy
2012-10-28,18:12:18,0,100,Cloudy
2012-10-28,18:17:19,0,100,Cloudy
2012-10-28,18:22:19,0,100,Cloudy
2012-10-28,18:27:19,0,100,Cloudy
2012-10-28,18:32:19,0,100,Cloudy
2012-10-28,18:37:20,0,100,Cloudy
2012-10-28,18:42:20,0,100,Cloudy
2012-10-28,18:47:20,0,100,Cloudy
2012-10-28,18:52:20,0,100,Cloudy
2012-10-28,18:57:20,0,100,Cloudy
2012-10-28,19:02:21,0,100,Cloudy
2012-10-28,19:07:21,0,100,Cloudy
2012-10-28,19:12:21,0,100,Cloudy
2012-10-28,19:17:22,0,100,Cloudy
2012-10-28,19:22:22,0,100,Cloudy
2012-10-28,19:27:22,0,100,Cloudy
2012-10-31,06:17:58,1,99,Cloudy
2012-10-31,06:22:58,1,99,Cloudy
2012-10-31,06:27:59,1,99,Cloudy
2012-10-31,06:32:59,1,99,Cloudy
2012-10-31,06:37:59,1,99,Cloudy
2012-10-31,06:43:00,2,98,Cloudy
2012-10-31,06:48:00,2,98,Cloudy
2012-10-31,06:53:00,4,96,Cloudy
2012-10-31,06:58:00,5,95,Cloudy
2012-10-31,07:03:00,7,93,Cloudy
2012-10-31,07:08:01,8,92,Cloudy
2012-10-31,07:13:01,9,91,Cloudy
2012-10-31,07:18:01,11,89,Cloudy
2012-10-31,07:23:01,12,88,Cloudy
2012-10-31,07:28:01,18,82,Cloudy
2012-10-31,07:33:02,34,66,Cloudy
2012-10-31,07:38:02,44,56,Cloudy
2012-10-31,07:43:02,56,44,Cloudy
2012-10-31,07:48:02,65,35,Cloudy
2012-10-31,07:53:03,74,26,Cloudy
2012-10-31,07:58:03,81,19,Cloudy
2012-10-31,08:03:03,89,11,Cloudy
2012-10-31,08:08:03,91,9,Cloudy
2012-10-31,08:13:04,92,8,Cloudy
2012-10-31,08:18:04,92,8,Cloudy
2012-10-31,08:23:04,92,8,Cloudy
2012-10-31,08:28:04,92,8,Cloudy
2012-10-31,08:33:05,92,8,Cloudy
2012-10-31,08:38:05,92,8,Cloudy
2012-10-31,08:43:05,93,7,Cloudy
2012-10-31,08:48:05,94,6,Cloudy
2012-10-31,08:53:05,95,5,Cloudy
2012-10-31,08:58:06,96,4,Cloudy
2012-10-31,09:03:06,93,7,Cloudy
2012-10-31,09:08:06,90,10,Cloudy
2012-10-31,09:13:06,91,9,Cloudy
2012-10-31,09:18:07,93,7,Cloudy
2012-10-31,09:23:07,91,9,Cloudy
2012-10-31,09:28:07,90,10,Cloudy
2012-10-31,09:33:08,89,11,Cloudy
2012-10-31,09:38:08,90,10,Cloudy
2012-10-31,09:43:08,86,14,Cloudy
2012-10-31,09:48:08,85,15,Cloudy
2012-10-31,09:53:09,84,16,Cloudy
2012-10-31,09:58:09,82,18,Cloudy
2012-10-31,10:03:09,81,19,Cloudy
2012-10-31,10:08:09,80,20,Cloudy
2012-10-31,10:13:09,78,22,Cloudy
2012-10-31,10:18:10,79,21,Cloudy
2012-10-31,10:23:10,77,23,Cloudy
2012-10-31,10:28:10,79,21,Cloudy
2012-10-31,10:33:10,80,20,Cloudy
2012-10-31,10:38:10,79,21,Cloudy
2012-10-31,10:43:11,81,19,Cloudy
2012-10-31,10:48:11,81,19,Cloudy
2012-10-31,10:53:11,81,19,Cloudy
2012-10-31,10:58:11,81,19,Cloudy
2012-10-31,11:03:11,78,22,Cloudy
2012-10-31,11:08:12,77,23,Cloudy
2012-10-31,11:13:12,75,25,Cloudy
2012-10-31,11:18:12,74,26,Cloudy
2012-10-31,11:23:12,70,30,Cloudy
2012-10-31,11:28:13,70,30,Cloudy
2012-10-31,11:33:13,70,30,Cloudy
2012-10-31,11:38:13,65,35,Cloudy
2012-10-31,11:43:13,65,35,Cloudy
2012-10-31,11:48:14,64,36,Cloudy
2012-10-31,11:53:14,60,40,Cloudy
2012-10-31,11:58:14,54,46,Cloudy
2012-10-31,12:03:14,52,48,Cloudy
2012-10-31,12:08:14,46,54,Cloudy
2012-10-31,12:13:14,44,56,Cloudy
2012-10-31,12:18:15,42,58,Cloudy
2012-10-31,12:23:15,37,63,Cloudy
2012-10-31,12:28:15,35,65,Cloudy
2012-10-31,12:33:15,34,66,Cloudy
2012-10-31,12:38:16,34,65,Cloudy
2012-10-31,12:43:16,35,65,Cloudy
2012-10-31,12:48:16,31,69,Cloudy
2012-10-31,12:53:16,32,68,Cloudy
2012-10-31,12:58:17,33,67,Cloudy
2012-10-31,13:03:17,34,66,Cloudy
2012-10-31,13:08:17,36,64,Cloudy
2012-10-31,13:13:17,37,63,Cloudy
2012-10-31,13:18:17,40,60,Cloudy
2012-10-31,13:23:18,43,57,Cloudy
2012-10-31,13:28:18,46,54,Cloudy
2012-10-31,13:33:18,45,55,Cloudy
2012-10-31,13:38:18,47,53,Cloudy
2012-10-31,13:43:18,47,53,Cloudy
2012-10-31,13:48:19,47,53,Cloudy
2012-10-31,13:53:19,47,53,Cloudy
2012-10-31,13:58:19,53,47,Cloudy
2012-10-31,14:03:19,54,46,Cloudy
2012-10-31,14:08:19,56,44,Cloudy
2012-10-31,14:13:20,57,43,Cloudy
2012-10-31,14:18:20,58,42,Cloudy
2012-10-31,14:23:20,60,40,Cloudy
2012-10-31,14:28:20,60,40,Cloudy
2012-10-31,14:33:21,61,39,Cloudy
2012-10-31,14:38:21,61,39,Cloudy
2012-10-31,14:43:21,62,38,Cloudy
2012-10-31,14:48:21,62,38,Cloudy
2012-10-31,14:53:21,62,38,Cloudy
2012-10-31,14:58:22,62,38,Cloudy
2012-10-31,15:03:22,63,37,Cloudy
2012-10-31,15:08:22,63,37,Cloudy
2012-10-31,15:13:22,63,37,Cloudy
2012-10-31,15:18:22,63,37,Cloudy
2012-10-31,15:23:23,62,38,Cloudy
2012-10-31,15:28:23,62,38,Cloudy
2012-10-31,15:33:23,62,38,Cloudy
2012-10-31,15:38:23,62,38,Cloudy
2012-10-31,15:43:24,63,37,Cloudy
2012-10-31,15:48:24,63,37,Cloudy
2012-10-31,15:53:24,62,38,Cloudy
2012-10-31,15:58:24,62,38,Cloudy
2012-10-31,16:03:25,63,37,Cloudy
2012-10-31,16:08:25,63,37,Cloudy
2012-10-31,16:13:25,61,39,Cloudy
2012-10-31,16:18:25,62,38,Cloudy
2012-10-31,16:23:25,61,39,Cloudy
2012-10-31,16:28:26,61,39,Cloudy
2012-10-31,16:33:26,63,37,Cloudy
2012-10-31,16:38:26,64,36,Cloudy
2012-10-31,16:43:26,66,34,Cloudy
2012-10-31,16:48:26,65,35,Cloudy
2012-10-31,16:53:27,64,36,Cloudy
2012-10-31,16:58:27,63,37,Cloudy
2012-10-31,17:03:27,61,39,Cloudy
2012-10-31,17:08:27,60,40,Cloudy
2012-10-31,17:13:27,60,40,Cloudy
2012-10-31,17:18:28,60,40,Cloudy
2012-10-31,17:23:28,58,42,Cloudy
2012-10-31,17:28:28,58,41,Cloudy
2012-11-08,06:15:24,1,99,Cloudy
2012-11-08,06:20:24,1,99,Cloudy
2012-11-08,06:25:24,1,99,Cloudy
2012-11-08,06:30:25,1,99,Cloudy
2012-11-08,06:35:25,1,99,Cloudy
2012-11-08,06:40:25,2,98,Cloudy
2012-11-08,06:45:25,5,95,Cloudy
2012-11-08,06:50:25,5,95,Cloudy
2012-11-08,06:55:26,5,95,Cloudy
2012-11-08,07:00:26,7,93,Cloudy
2012-11-08,07:05:26,8,92,Cloudy
2012-11-08,07:10:26,9,91,Cloudy
2012-11-08,07:15:27,10,90,Cloudy
2012-11-08,07:20:27,12,88,Cloudy
2012-11-08,07:25:27,18,82,Cloudy
2012-11-08,07:30:27,23,77,Cloudy
2012-11-08,07:35:28,31,69,Cloudy
2012-11-08,07:40:28,43,57,Cloudy
2012-11-08,07:45:28,52,48,Cloudy
2012-11-08,07:50:28,61,39,Cloudy
2012-11-08,07:55:29,78,22,Cloudy
2012-11-08,08:00:29,82,18,Cloudy
2012-11-08,08:05:29,88,12,Cloudy
2012-11-08,08:10:29,89,11,Cloudy
2012-11-08,08:15:29,89,11,Cloudy
2012-11-08,08:20:30,90,10,Cloudy
2012-11-08,08:25:30,90,10,Cloudy
2012-11-08,08:30:30,91,9,Cloudy
2012-11-08,08:35:30,91,9,Cloudy
2012-11-08,08:40:30,93,7,Cloudy
2012-11-08,08:45:31,93,7,Cloudy
2012-11-08,08:50:31,94,6,Cloudy
2012-11-08,08:55:31,95,5,Cloudy
2012-11-08,09:00:31,95,5,Cloudy
2012-11-08,09:05:32,94,5,Cloudy
2012-11-08,09:10:32,94,6,Cloudy
2012-11-08,09:15:32,95,5,Cloudy
2012-11-08,09:20:32,95,5,Cloudy
2012-11-08,09:25:33,95,5,Cloudy
2012-11-08,09:30:33,95,5,Cloudy
2012-11-08,09:35:33,95,5,Cloudy
2012-11-08,09:40:33,95,5,Cloudy
2012-11-08,09:45:34,95,5,Cloudy
2012-11-08,09:50:34,95,5,Cloudy
2012-11-08,09:55:34,95,5,Cloudy
2012-11-08,10:00:35,95,5,Cloudy
2012-11-08,10:05:35,96,4,Cloudy
2012-11-08,10:10:35,96,4,Cloudy
2012-11-08,10:15:35,95,5,Cloudy
2012-11-08,10:20:36,93,7,Cloudy
2012-11-08,10:25:36,93,7,Cloudy
2012-11-08,10:30:36,92,8,Cloudy
2012-11-08,10:35:36,92,8,Cloudy
2012-11-08,10:40:36,93,7,Cloudy
2012-11-08,10:45:37,91,9,Cloudy
2012-11-08,10:50:37,90,10,Cloudy
2012-11-08,10:55:37,89,11,Cloudy
2012-11-08,11:00:38,87,13,Cloudy
2012-11-08,11:05:38,88,12,Cloudy
2012-11-08,11:10:38,89,11,Cloudy
2012-11-08,11:15:38,88,12,Cloudy
2012-11-08,11:20:39,86,14,Cloudy
2012-11-08,11:25:39,84,16,Cloudy
2012-11-08,11:30:39,81,19,Cloudy
2012-11-08,11:35:39,78,21,Cloudy
2012-11-08,11:40:40,76,24,Cloudy
2012-11-08,11:45:40,74,26,Cloudy
2012-11-08,11:50:40,69,29,Cloudy
2012-11-08,11:55:40,67,33,Cloudy
2012-11-08,12:00:40,66,34,Cloudy
2012-11-08,12:05:41,63,37,Cloudy
2012-11-08,12:10:41,56,44,Cloudy
2012-11-08,12:15:41,54,46,Cloudy
2012-11-08,12:20:41,49,51,Cloudy
2012-11-08,12:25:41,48,52,Cloudy
2012-11-08,12:30:42,45,55,Cloudy
2012-11-08,12:35:42,46,54,Cloudy
2012-11-08,12:40:42,47,53,Cloudy
2012-11-08,12:45:42,44,56,Cloudy
2012-11-08,12:50:43,44,56,Cloudy
2012-11-08,12:55:43,42,58,Cloudy
2012-11-08,13:00:43,42,58,Cloudy
2012-11-08,13:05:43,41,59,Cloudy
2012-11-08,13:10:44,42,58,Cloudy
2012-11-08,13:15:44,43,57,Cloudy
2012-11-08,13:20:44,44,56,Cloudy
2012-11-08,13:25:44,44,56,Cloudy
2012-11-08,13:30:45,46,54,Cloudy
2012-11-08,13:35:45,47,53,Cloudy
2012-11-08,13:40:45,50,50,Cloudy
2012-11-08,13:45:45,55,45,Cloudy
2012-11-08,13:50:46,57,43,Cloudy
2012-11-08,13:55:46,59,41,Cloudy
2012-11-08,14:00:46,60,40,Cloudy
2012-11-08,14:05:46,63,37,Cloudy
2012-11-08,14:10:46,66,34,Cloudy
2012-11-08,14:15:47,67,33,Cloudy
2012-11-08,14:20:47,70,30,Cloudy
2012-11-08,14:25:47,70,30,Cloudy
2012-11-08,14:30:47,73,27,Cloudy
2012-11-08,14:35:47,76,24,Cloudy
2012-11-08,14:40:47,75,25,Cloudy
2012-11-08,14:45:48,78,22,Cloudy
2012-11-08,14:50:48,80,20,Cloudy
2012-11-08,14:55:48,80,20,Cloudy
2012-11-08,15:00:49,79,21,Cloudy
2012-11-08,15:05:49,79,21,Cloudy
2012-11-08,15:10:49,78,22,Cloudy
2012-11-08,15:15:49,77,23,Cloudy
2012-11-08,15:20:50,77,23,Cloudy
2012-11-08,15:25:50,78,22,Cloudy
2012-11-08,15:30:50,78,22,Cloudy
2012-11-08,15:35:50,79,21,Cloudy
2012-11-08,15:40:51,80,20,Cloudy
2012-11-08,15:45:51,80,20,Cloudy
2012-11-08,15:50:51,79,21,Cloudy
2012-11-08,15:55:51,81,19,Cloudy
2012-11-08,16:00:52,81,19,Cloudy
2012-11-08,16:05:52,81,19,Cloudy
2012-11-08,16:10:52,81,19,Cloudy
2012-11-08,16:15:52,80,20,Cloudy
2012-11-08,16:20:52,80,19,Cloudy
2012-11-08,16:25:53,82,18,Cloudy
2012-11-08,16:30:53,82,18,Cloudy
2012-11-08,16:35:53,83,17,Cloudy
2012-11-08,16:40:53,83,17,Cloudy
2012-11-08,16:45:54,84,16,Cloudy
2012-11-08,16:50:54,83,17,Cloudy
2012-11-08,16:55:54,84,16,Cloudy
2012-11-08,17:00:54,84,16,Cloudy
2012-11-08,17:05:55,83,17,Cloudy
2012-11-08,17:10:55,82,18,Cloudy
2012-11-08,17:15:55,81,19,Cloudy
2012-11-08,17:20:55,79,21,Cloudy
2012-11-08,17:25:55,74,26,Cloudy
2012-11-08,17:30:56,74,26,Cloudy
2012-11-08,17:35:56,74,26,Cloudy
2012-11-08,17:40:56,71,29,Cloudy
2012-11-08,17:45:56,68,32,Cloudy
2012-11-08,17:50:56,67,33,Cloudy
2012-11-08,17:55:57,70,30,Cloudy
2012-11-08,18:00:57,68,32,Cloudy
2012-11-08,18:05:57,67,33,Cloudy
2012-11-08,18:10:58,67,33,Cloudy
2012-11-08,18:15:58,68,32,Cloudy
2012-11-08,18:20:58,67,33,Cloudy
2012-11-08,18:25:58,74,26,Cloudy
2012-11-08,18:30:59,81,17,Cloudy
2012-11-08,18:35:59,91,9,Cloudy
2012-11-08,18:40:59,95,5,Cloudy
2012-11-08,18:45:59,100,0,Cloudy
2012-11-08,18:51:00,100,0,Cloudy
2012-11-08,18:56:00,100,0,Cloudy
2012-11-08,19:01:00,100,0,Cloudy
2012-11-08,19:06:01,100,0,Cloudy
2012-11-08,19:11:01,100,0,Cloudy
2012-11-08,19:16:01,100,0,Cloudy
2012-11-08,19:21:01,100,0,Cloudy
2012-11-08,19:26:01,99,1,Cloudy
2012-11-08,19:31:02,99,1,Cloudy
2012-11-08,19:36:02,100,0,Cloudy
2012-11-08,19:41:02,97,3,Cloudy
2012-11-11,06:23:46,0,100,Cloudy
2012-11-11,06:28:46,0,100,Cloudy
2012-11-11,06:33:46,0,100,Cloudy
2012-11-11,06:38:46,0,100,Cloudy
2012-11-11,06:43:47,0,100,Cloudy
2012-11-11,06:48:47,0,100,Cloudy
2012-11-11,06:53:47,0,100,Cloudy
2012-11-11,06:58:47,0,100,Cloudy
2012-11-11,07:03:48,0,100,Cloudy
2012-11-11,07:08:48,0,100,Cloudy
2012-11-11,07:13:48,0,100,Cloudy
2012-11-11,07:18:48,0,100,Cloudy
2012-11-11,07:23:48,0,100,Cloudy
2012-11-11,07:28:49,0,100,Cloudy
2012-11-11,07:33:49,0,100,Cloudy
2012-11-11,07:38:49,0,100,Cloudy
2012-11-11,07:43:49,0,100,Cloudy
2012-11-11,07:48:50,0,100,Cloudy
2012-11-11,07:53:50,0,100,Cloudy
2012-11-11,07:58:50,0,100,Cloudy
2012-11-11,08:03:50,0,100,Cloudy
2012-11-11,08:08:51,0,100,Cloudy
2012-11-11,08:13:51,0,100,Cloudy
2012-11-11,08:18:51,0,100,Cloudy
2012-11-11,08:23:51,0,100,Cloudy
2012-11-11,08:28:51,0,100,Cloudy
2012-11-11,08:33:52,0,100,Cloudy
2012-11-11,08:38:52,0,100,Cloudy
2012-11-11,08:43:52,0,100,Cloudy
2012-11-11,08:48:52,0,100,Cloudy
2012-11-11,08:53:53,0,100,Cloudy
2012-11-11,08:58:53,0,100,Cloudy
2012-11-11,09:03:53,0,100,Cloudy
2012-11-11,09:08:53,0,100,Cloudy
2012-11-11,09:13:53,0,100,Cloudy
2012-11-11,09:18:54,0,100,Cloudy
2012-11-11,09:23:54,0,100,Cloudy
2012-11-11,09:28:54,0,100,Cloudy
2012-11-11,09:33:54,0,100,Cloudy
2012-11-11,09:38:54,0,100,Cloudy
2012-11-11,09:43:55,0,100,Cloudy
2012-11-11,09:48:55,0,100,Cloudy
2012-11-11,09:53:55,0,100,Cloudy
2012-11-11,09:58:56,0,100,Cloudy
2012-11-11,10:03:56,0,100,Cloudy
2012-11-11,10:08:56,0,100,Cloudy
2012-11-11,10:13:56,0,100,Cloudy
2012-11-11,10:18:56,0,100,Cloudy
2012-11-11,10:23:57,0,100,Cloudy
2012-11-11,10:28:57,0,100,Cloudy
2012-11-11,10:33:57,0,100,Cloudy
2012-11-11,10:38:57,0,100,Cloudy
2012-11-11,10:43:57,0,100,Cloudy
2012-11-11,10:48:58,0,100,Cloudy
2012-11-11,10:53:58,0,100,Cloudy
2012-11-11,10:58:58,0,100,Cloudy
2012-11-11,11:03:58,0,100,Cloudy
2012-11-11,11:08:59,0,100,Cloudy
2012-11-11,11:13:59,0,100,Cloudy
2012-11-11,11:18:59,0,100,Cloudy
2012-11-11,11:23:59,0,100,Cloudy
2012-11-11,11:28:59,0,100,Cloudy
2012-11-11,11:33:59,0,100,Cloudy
2012-11-11,11:39:00,0,100,Cloudy
2012-11-11,11:44:00,0,100,Cloudy
2012-11-11,11:49:00,0,100,Cloudy
2012-11-11,11:54:00,0,100,Cloudy
2012-11-11,11:59:01,0,100,Cloudy
2012-11-11,12:04:01,0,100,Cloudy
2012-11-11,12:09:01,1,99,Cloudy
2012-11-11,12:14:01,1,99,Cloudy
2012-11-11,12:19:01,1,99,Cloudy
2012-11-11,12:24:02,1,99,Cloudy
2012-11-11,12:29:02,2,98,Cloudy
2012-11-11,12:34:02,2,98,Cloudy
2012-11-11,12:39:02,2,98,Cloudy
2012-11-11,12:44:02,2,98,Cloudy
2012-11-11,12:49:03,3,97,Cloudy
2012-11-11,12:54:03,4,96,Cloudy
